Date,Close,High,Low,Open,Volume,Normalized_Price
2024-03-11,127.59339904785156,128.17555414744095,123.59130481409967,126.0945898095279,31105000,0.0
2024-03-12,127.47105407714844,129.04091255604325,124.254378401297,128.96295261431888,42789000,-0.0009588659884923745
2024-03-13,124.1152572631836,126.58301018666839,123.57157774185417,126.58301018666839,37838000,-0.027259574638054396
2024-03-14,124.54940032958984,125.62097312591229,123.11275729716738,124.57604191254804,38029000,-0.023857023490064133
2024-03-15,121.9079818725586,125.05262207548977,121.3721992482474,123.68011007853814,88823000,-0.04455886603632808
2024-03-18,122.07966613769531,124.60959268027482,121.53302813787127,123.73142167700445,25737000,-0.04321330845719085
2024-03-19,122.1556625366211,122.37865690402029,118.80183387557577,120.07764892551654,24491000,-0.04261769458145048
2024-03-20,126.44034576416016,127.6284465476599,121.5442486236581,122.77595581687584,40946000,-0.009036935235646304
2024-03-21,133.57492065429688,139.08537093887162,130.40400575237865,131.62480383158555,72468000,0.04687955373147523
2024-03-22,134.116943359375,136.3712617209385,133.39160122326675,133.77309683395939,38624000,0.051127600332027345
2024-03-25,133.92965698242188,134.609411929263,132.53146983816646,133.28061098629,21237000,0.04965976282357687
2024-03-26,131.93893432617188,136.73990382579728,131.84181782055623,135.22875406388766,23522000,0.0340576809674189
2024-03-27,130.67453002929688,133.77311054565794,128.42417290708966,133.77311054565794,25583000,0.024148043742370895
2024-03-28,131.33644104003906,131.80019005996675,129.9610549799594,130.592259263677,19856000,0.029335702474575065
2024-04-01,133.7988739013672,135.05931700881513,131.33645717492527,131.3632046600753,17252000,0.048634764022458477
2024-04-02,132.65931701660156,133.01702868185134,129.15644012555333,130.3831803629661,24694000,0.039703605410261966
2024-04-03,135.08209228515625,136.4307309218434,131.32256646890596,131.59309556232606,28650000,0.05869185469771976
2024-04-04,130.55262756347656,139.1220277135209,130.3048996174358,137.27298898541278,27014000,0.023192645839893222
2024-04-05,132.72569274902344,134.8858883402912,130.22562723145597,131.39491102051804,19438000,0.04022381831247479
2024-04-08,132.39573669433594,133.0299196917864,130.37922739271283,132.1529681225346,17139000,0.03763782203719912
2024-04-09,132.19557189941406,134.71248132837366,129.67468588026327,134.50340038098267,18008000,0.036069051266802044
2024-04-10,131.0352020263672,132.3610394625839,130.35246839886332,131.0976329770684,17467000,0.02697477302273943
2024-04-11,136.98960876464844,137.92205117779304,131.16205914414306,132.05685246927374,31713000,0.07364181679393145
2024-04-12,133.18548583984375,135.4090952824155,132.44726135493508,133.9722761334843,27823000,0.04382739886014786
2024-04-15,129.87783813476562,135.75493664649608,129.413106238064,135.75493664649608,24370000,0.017904053845742673
2024-04-16,131.69813537597656,132.4175353185553,129.9085488272106,130.3425566027372,18923000,0.032170444229529416
2024-04-17,127.09732818603516,133.4758243111024,126.97742567386442,133.09036721869782,24718000,-0.0038879038062961113
2024-04-18,124.75481414794922,128.09022080300983,124.40501784677376,127.62945041756727,24888000,-0.02224711404418178
2024-04-19,119.37614440917969,124.8548954663838,118.66763849177144,124.75481542397259,44797000,-0.06440187893724925
2024-04-22,121.33319091796875,122.19924841476454,118.9629314783413,121.33715238805195,25162000,-0.04906373038573131
2024-04-23,123.78372192382812,124.64680836294164,121.68596464448629,121.70082771812856,22025000,-0.029857948392727485
2024-04-24,124.53978729248047,127.39361081222067,123.36456875524041,125.24135309158976,20108000,-0.02393236466900528
2024-04-25,128.26560974121094,129.61423323502794,124.55761333865347,126.08857785343251,30410000,0.005268381423926716
2024-04-26,133.18548583984375,134.35079308734313,129.12869855902008,129.80945148758067,24100000,0.04382739886014786
2024-04-29,132.6454315185547,134.06838542372628,131.36518124697156,133.18647454893141,13372000,0.03959477926290256
2024-04-30,128.8452911376953,133.60960921868195,128.7244058161208,131.68029763049094,22113000,0.009811574103251619
2024-05-01,123.15647888183594,128.06248010624563,123.00685021798488,126.67124047077718,30958000,-0.034773900524051715
2024-05-02,122.73136901855469,125.29584629969077,121.21923659517678,124.48627000234532,29480000,-0.038105654881671946
2024-05-03,126.64942932128906,127.22118889630387,123.58057525359332,124.75580128402083,24898000,-0.007398264593676096
2024-05-06,129.84017944335938,129.88575147072393,126.3482039464057,127.45306100797947,16287000,0.017608907766969883
2024-05-07,129.12672424316406,130.70028978855592,128.49748551444014,130.44760241748628,12413000,0.012017276808633737
2024-05-08,131.3324737548828,132.57507491781027,127.67798769618294,128.17444150095235,13918000,0.029304609289615202
2024-05-09,129.38038635253906,130.95989400483117,129.01671735601462,130.58533852578978,12170000,0.014005327219297037
2024-05-10,132.06874084472656,133.17855736809057,130.33564289457635,130.33564289457635,16300000,0.035075026061470505
2024-05-13,132.53546142578125,134.60448288398828,131.80218119383957,133.57492399264711,18507000,0.03873290009365027
2024-05-14,136.74880981445312,136.9430276844352,131.37509090223998,132.02313900713935,19420000,0.07175458005604196
2024-05-15,142.31179809570312,142.58727148177846,135.7529489913657,136.74584162232296,32757000,0.11535392236342656
2024-05-16,139.92962646484375,143.22638593413546,139.22905109151358,141.3040297294084,28395000,0.09668389986511539
2024-05-17,138.26095581054688,140.66292230649,136.92222074642837,139.95838538478606,18174000,0.08360586709265916
2024-05-20,140.117919921875,140.40627565722136,138.04988115378407,138.33131187592772,27170000,0.09815963025897867
2024-05-21,138.6483917236328,139.65812817120042,138.0796032106636,138.5968623692759,15333000,0.08664235578233392
2024-05-22,137.95870971679688,139.22311419848614,137.16399648186925,138.33228239364917,21002000,0.08123704475541094
2024-05-23,138.06275939941406,141.60130496003438,136.54766332432766,141.54483132783957,31039000,0.08205252332556912
2024-05-24,139.50453186035156,140.07332034814235,137.93690857263894,138.7068550709983,16730000,0.09335226509666805
2024-05-28,139.96133422851562,140.43004265289176,137.98843146941218,139.71856567269825,22919000,0.09693240616644827
2024-05-29,137.80313110351562,138.63847203997318,137.04310345473874,138.63847203997318,26861000,0.08001771354829335
2024-05-30,135.16830444335938,137.02130471083592,134.33196555215457,136.64673411528304,21728000,0.0593675335247319
2024-05-31,131.64759826660156,135.0167078505133,129.53794897633588,134.8987860666538,73091000,0.03177436488881025
2024-06-03,130.98863220214844,134.07036848003654,129.0692395689336,134.04064233588602,26278000,0.026609786866980123
2024-06-04,131.87254333496094,131.98848438636747,129.51318527516332,130.84000571635096,23048000,0.03353734847603329
2024-06-05,140.0247802734375,140.14962707283433,132.83570934835384,133.37675246604996,32947000,0.09742965794745984
2024-06-06,138.85350036621094,140.97603180424818,137.56234842581918,140.8947763087431,20172000,0.08824987344475765
2024-06-07,139.3856201171875,141.20493274651693,138.43235739297037,139.49858249089283,17859000,0.09242030667208323
2024-06-10,142.73788452148438,143.58808863088674,139.63236394474333,139.69875637306248,31082000,0.1186933304281137
2024-06-11,144.77520751953125,145.16960064188956,140.335926154805,142.51296590854352,34844000,0.13466063761837677
2024-06-12,148.1918487548828,149.21150391410302,146.29822073931896,148.6367732431491,56697000,0.16143820809496723
2024-06-13,166.3731231689453,172.00745296481435,163.75017616137072,169.44593898865526,89061000,0.30393205612893914
2024-06-14,171.9271697998047,173.13608348297106,166.68129122420464,167.152963214929,69705000,0.3474613191809912
2024-06-17,181.2248992919922,182.62506737163392,176.24161154010164,178.3641431501353,87528000,0.42033130745288094
2024-06-18,178.6138458251953,183.4792267499585,176.87876724013043,182.28715686379854,86797000,0.39986744736073265
2024-06-20,171.87960815429688,178.8348311150876,170.65682928121024,178.7069905372297,68157000,0.3470885597289919
2024-06-21,164.35562133789062,169.8422877591837,163.64116565726786,168.02495576009179,99999000,0.2881200952743024
2024-06-24,158.2749481201172,165.11308808287376,158.12087029857375,163.2293433757166,58575000,0.24046345109717682
2024-06-25,157.1397247314453,159.64973084724264,155.47070012438482,159.06223903935728,56810000,0.23156625581009038
2024-06-26,158.2540740966797,160.8565148948284,156.42400941763205,158.8127313273431,46479000,0.2402998531086189
2024-06-27,157.7232666015625,159.60799739883376,156.1665768884448,158.2540903765215,31649000,0.23613970455016475
2024-06-28,159.59902954101562,162.94901618969016,157.65764601615336,158.63976696099562,69377000,0.25084080157752475
2024-07-01,163.10508728027344,163.89536180664135,158.4031957799921,159.86446269082361,47623000,0.27831916460744077
2024-07-02,164.76316833496094,164.93414344211865,161.23624552920063,163.1050798977856,32539000,0.2913142024938886
2024-07-03,171.89454650878906,171.89454650878906,165.45702701828998,166.0077361661244,39954000,0.3472056375292829
2024-07-05,169.31893920898438,175.49800904402613,168.59229496363244,174.5128999312088,45240000,0.32701958308583357
2024-07-08,173.54867553710938,174.6461198758597,169.48695443706285,169.48695443706285,36398000,0.3601697018199439
2024-07-09,172.3011016845703,176.0457325264952,169.54259614867505,174.61229921630004,37802000,0.35039197145262935
2024-07-10,173.43235778808594,175.599412845356,171.61025626245979,173.5625913217547,41074000,0.3592580735547559
2024-07-11,169.58139038085938,175.4383806511629,165.85864660526326,175.4175093082442,51026000,0.3290765168601002
2024-07-12,169.0565185546875,171.56552383077457,168.1260753510352,170.08635849000052,30453000,0.3249628884899127
2024-07-15,170.40147399902344,172.47905223046251,168.2543044050536,168.98991301635607,22999200,0.3355038369588186
2024-07-16,168.37359619140625,171.78320880849785,165.41129159822177,171.37564127365945,22244900,0.31961055546659445
2024-07-17,155.05320739746094,161.87244785468937,154.68541068498038,161.34559817589937,43343400,0.21521339312632537
2024-07-18,159.5662384033203,160.55034638706488,152.98556231454728,157.94591856276037,37973500,0.25058380444491424
2024-07-19,156.4150848388672,162.97586073889804,156.1864405011179,160.87839704854977,26309500,0.22588696598800206
2024-07-22,160.10302734375,162.02156774984775,156.9617994759364,159.27795713471585,28813300,0.2547908319591541
2024-07-23,162.79693603515625,164.34766459433044,158.94992000537655,159.44694916757987,21570200,0.27590406126027145
2024-07-24,150.44078063964844,160.4509550784009,150.2022163534127,159.39725569919034,37162600,0.17906397793531914
2024-07-25,148.37313842773438,152.63765708723832,144.65537004246298,150.3612550549387,30872100,0.16285904705845922
2024-07-26,150.72906494140625,152.66747559353476,149.02921857376992,152.58794910932872,20839900,0.18132337617934358
2024-07-29,149.3274383544922,154.07903579324676,148.26378869767066,151.1167463199099,16625800,0.17033827352220365
2024-07-30,142.66725158691406,152.55812864687442,142.4982634959425,152.36925514281032,31102300,0.11813975214665562
2024-07-31,159.72528076171875,160.37142775920606,150.10280367441686,150.57001229003234,45827500,0.2518302823942853
2024-08-01,146.14645385742188,157.96580630379862,145.30149824474378,156.56418047632704,40320000,0.14540763823222802
