Date,Close,High,Low,Open,Volume,Normalized_Price
2024-03-11,192.76565551757812,194.25493919359263,191.48210630324203,194.19615364724285,2178200,0.0
2024-03-12,194.92120361328125,195.04858225971955,191.61928596800254,193.0203912766423,1515100,0.011182220660186815
2024-03-13,195.70504760742188,195.83241130451984,193.7748424803494,195.59726912492636,2101400,0.015248525895089848
2024-03-14,197.79200744628906,198.60524236142888,195.50907411956905,197.55686526878526,3537800,0.02607493495257307
2024-03-15,200.7412109375,201.67201693726628,195.53848097565248,195.53848097565248,5740500,0.04137435892564678
2024-03-18,202.24029541015625,203.0143299662579,199.9475695623898,200.4374690145046,2289900,0.04915107863555157
2024-03-19,201.33888244628906,203.6707936746947,200.0553333217992,203.3376656350003,2024900,0.044474867194011836
2024-03-20,201.56422424316406,202.68119435423094,200.54522504853279,200.85876786243296,1729900,0.045643860686498616
2024-03-21,201.4172821044922,203.01434426449651,199.42827643431988,200.36889002686712,3418700,0.044881576874699736
2024-03-22,201.54464721679688,203.21030249286048,201.09394805825588,201.6916260341397,2557900,0.04554230200212306
2024-03-25,201.85818481445312,202.71060512078733,200.5256576381647,201.67202062099037,3491700,0.04716882409608414
2024-03-26,200.51583862304688,203.6022141240372,200.17291797885554,201.6328087694557,3546200,0.040205207118765074
2024-03-27,201.98553466796875,202.13251347141326,200.13371536870665,201.01554333773998,3509100,0.04782947006631
2024-03-28,202.6420135498047,203.98433324455777,202.22069225293848,203.04371973217928,3163400,0.05123505017378971
2024-04-01,205.7087860107422,205.80677188569763,201.76019744887475,203.00454629819052,2324300,0.06714438035350012
2024-04-02,205.7871551513672,206.45342615621843,204.72897057934063,205.71857700485643,1919100,0.0675509317197931
2024-04-03,206.610595703125,207.57125185413793,205.46368668496666,206.14005742054712,2526800,0.07182264988217457
2024-04-04,205.1107940673828,208.0515910758318,204.25795276371898,207.03210640327592,2581400,0.06404220978398789
2024-04-05,206.8360595703125,207.8653415312717,205.15000139521126,206.09106303434552,3035900,0.07299227663224128
2024-04-08,206.23809814453125,206.79685676811778,204.58144673340726,206.54197811553414,2793700,0.06989026437712398
2024-04-09,200.76820373535156,206.8850667259039,200.16044382379349,206.4047311765865,2662100,0.04151438800800111
2024-04-10,202.08175659179688,203.0032086906766,199.1997881619604,199.9251751658444,2367300,0.0483286353536625
2024-04-11,198.26852416992188,203.00320903489583,198.1018808050263,202.17978948211777,3896400,0.028546935072891966
2024-04-12,199.8761749267578,205.36566895835375,199.24880546237551,203.8952703739264,5367700,0.03688685824291604
