Date,Close,High,Low,Open,Volume,Normalized_Price
2024-03-11,94.10797882080078,96.04968094076564,93.13214416759992,95.49206548004565,15673300,0.0
2024-03-12,97.00559997558594,97.08526150059589,93.24168028368881,94.92449391405364,14993700,0.03079038771306286
2024-03-13,93.75947570800781,94.93444905462695,92.70397945898267,94.91453747118486,16732600,-0.0037032259874222317
2024-03-14,91.04108428955078,93.05248846796253,89.91589370820981,92.90313260088202,16718900,-0.03258910211099042
2024-03-15,92.85334777832031,94.29717695700809,91.62857641671327,92.08662642618322,29539200,-0.013331824338396636
2024-03-18,93.38108825683594,96.6670541369299,93.29147473496829,96.40815796774311,23140300,-0.0077240056908349786
2024-03-19,93.60016632080078,93.7594893993686,90.61292697013693,92.18620818475277,21054700,-0.005396062123138035
2024-03-20,95.840576171875,96.26874736150751,93.1918875111388,94.58593377484517,39807400,0.018410738098768586
2024-03-21,109.38272857666016,113.01720405918522,108.31728034887853,112.88775977621894,89554100,0.16231088954684014
2024-03-22,109.74120330810547,110.86639393831221,106.59464882158225,108.84503008199574,37249900,0.16612007486711922
2024-03-25,116.63176727294922,120.89356803356233,109.69142159295536,109.77107552730173,55766100,0.23933983849592555
2024-03-26,118.29466247558594,121.93908995227008,117.66733744986344,118.49380869512053,44295100,0.2570099151830807
2024-03-27,118.74274444580078,119.59908685836437,116.58197683135273,118.79253479881032,29320700,0.2617712752274619
2024-03-28,117.50184631347656,119.23611523054281,116.9636233521233,119.04674597685766,21047800,0.24858537804984726
2024-04-01,123.89073944091797,126.96059261669406,118.60818689867882,118.80752534755509,44309400,0.31647434142464315
2024-04-02,122.3458480834961,123.27278638129357,120.521871496818,122.30597887018196,25026400,0.3000581844018295
2024-04-03,127.5885238647461,127.85763915291703,120.93052494666372,121.79765562032031,40130100,0.35576733730195764
2024-04-04,123.68142700195312,130.11018717811285,123.2428808835788,129.75137187854097,36009900,0.31425016828239105
2024-04-05,123.17311096191406,125.2761643318585,120.80094231668836,123.99041078310518,23290900,0.308848755496691
2024-04-08,122.54518127441406,129.27295674520573,122.2063043822334,128.63506456816893,27955800,0.30217631714058
2024-04-09,122.22623443603516,125.72467978858067,120.87071166707948,124.4787954497813,19243800,0.2987871588314186
2024-04-10,121.79765319824219,124.070152680981,119.53513052395374,119.60489974463378,22242300,0.2942330153553476
2024-04-11,127.09017944335938,127.14001025735864,121.67805724431032,122.4953571157931,21745300,0.3504718838491143
2024-04-12,122.11660766601562,125.57518413744404,121.42888461623875,124.83762266764663,24720100,0.2976222547351539
2024-04-15,120.97039031982422,124.36915889304305,120.21289050122684,123.22294376322687,17732600,0.28544244426048615
2024-04-16,121.36907196044922,122.1465102174574,117.97030325478399,119.13644923388387,17452400,0.28967887187927666
2024-04-17,115.94698333740234,124.01034322586274,115.81740649785985,121.61824374549863,25546500,0.23206326169417713
2024-04-18,111.56147003173828,117.23273810211019,111.11295470145312,115.61806922538914,32146900,0.18546239574619094
2024-04-19,106.41845703125,110.5149254877704,105.37191871289339,109.29894871848101,33744300,0.13081226868011564
2024-04-22,108.7607192993164,109.86706517327028,106.27891228246078,107.24571972224697,19820900,0.15570136201115514
2024-04-23,112.0897216796875,112.51830619793145,108.55141470746376,109.34877612456967,17887500,0.19107564612695938
2024-04-24,111.4119644165039,113.57481789138863,108.87036482479587,112.34887191066267,20505900,0.18387373538914442
2024-04-25,111.2126235961914,112.68774642348791,107.71417817593166,109.00990095507223,18342800,0.18175552157974906
