Date,Close,High,Low,Open,Volume,Normalized_Price
2024-03-11,154.00445556640625,154.81831226189374,152.07338423095203,154.73692207652186,812800,0.0
2024-03-12,154.55935668945312,154.87010552462803,153.12400234058168,153.49887586272834,1039600,0.0036031497985302696
2024-03-13,153.71591186523438,154.45578433654703,152.7343374840937,154.45578433654703,1886000,-0.0018736061895784362
2024-03-14,155.2992401123047,155.7037073566084,153.41255922408217,154.4385241826699,1298000,0.008407448610083357
2024-03-15,154.72705078125,155.4225326472036,153.7430228925605,155.03039364995328,2752800,0.004692040968465205
2024-03-18,154.1302490234375,156.18461755250073,154.00446828640406,155.66671280879882,1423600,0.0008168169977200712
2024-03-19,154.798583984375,154.93422426330872,153.78496228835473,154.40399134515977,1426400,0.005156528848779374
2024-03-20,156.60385131835938,156.96885020786416,154.70731118781762,154.70731118781762,1088000,0.0168787048556025
2024-03-21,158.3721466064453,159.06270622096244,156.9614637911587,157.4325092619296,1207600,0.028360809588107827
2024-03-22,157.6890106201172,158.94431904831748,157.03791928556822,158.94431904831748,1201600,0.023924989963177934
2024-03-25,156.76910400390625,158.93940861369816,156.67293202338217,157.77780342273525,1247600,0.01795174319685766
2024-03-26,156.21176147460938,157.62738185793387,155.96266864462285,156.78391632521297,1331200,0.014332740569647617
2024-03-27,169.0953826904297,173.83056929337843,162.4044684204907,162.4044684204907,4428400,0.09799019819602739
2024-03-28,169.43820190429688,169.99555985512532,167.80800478552484,169.74648210072021,2289600,0.10021623258319079
2024-04-01,167.83761596679688,169.31982971406794,166.63902605088305,169.09787698116475,1866400,0.08982311810079935
2024-04-02,166.65382385253906,168.1039752601129,166.59710510704156,167.6847111363491,2093200,0.08213637871456547
2024-04-03,167.42079162597656,167.90911765964864,166.13588948873513,167.21363577765513,1615600,0.08711654484428366
2024-04-04,163.8842315673828,170.03996129015528,163.58581089913983,169.61824358818828,1552800,0.06415253353963157
2024-04-05,166.14822387695312,166.46389496088307,164.27388636187095,164.7671346608656,1396000,0.07885335697518525
2024-04-08,167.06813049316406,167.5293164577672,165.2381834819088,166.1482272139413,1446000,0.0848266037415053
2024-04-09,167.14210510253906,168.2321946404035,165.76348458809719,167.10758916298917,1076400,0.08530694445049924
2024-04-10,165.47494506835938,166.19755202137895,164.4983080155761,164.8189163999603,1128800,0.07448154314604927
2024-04-11,165.51687622070312,166.5304979210505,164.51558271799428,165.6870474957993,1238000,0.0747538154786227
2024-04-12,164.84603881835938,165.42808324305267,164.18016566629862,164.18016566629862,1297200,0.07039785447816649
2024-04-15,163.93601989746094,167.39863306474172,163.2726152950213,167.378898915309,1848000,0.06448881166799891
2024-04-16,164.38978576660156,165.22831386171097,163.8842092913486,164.98661196921876,1361200,0.06743525803847406
2024-04-17,164.87071228027344,166.77711213544123,163.97299676512517,165.69689715844552,1183200,0.07055806712801038
2024-04-18,163.37368774414062,165.6697577707555,163.19365694780984,164.7350577458258,848800,0.06083740982217489
2024-04-19,163.09010314941406,165.04583114536106,162.52533918035547,164.2541771391048,1560400,0.05899600469085198
2024-04-22,164.00506591796875,165.16173382707893,163.6153955315457,164.41692404918987,1606400,0.06493714947909579
2024-04-23,164.3330841064453,165.12228444512496,164.04206939802643,164.32320950608724,2171200,0.0670670760923886
2024-04-24,163.79049682617188,164.46871323404437,162.96431195040637,163.68937249582547,3007600,0.06354388399851141
2024-04-25,164.06671142578125,164.67094358776643,162.4019984575377,163.97052439717993,1158800,0.06533743340325748
2024-04-26,164.3083953857422,164.99648636762862,163.04814964752256,163.04814964752256,1096800,0.06690676436236553
2024-04-29,164.20977783203125,164.4662615537576,163.1813441894591,163.59568604779815,1078000,0.06626640916388604
2024-04-30,162.362548828125,165.53905401778698,161.95314431136904,164.42924534761332,1673600,0.05427176266413136
2024-05-01,163.65733337402344,165.35409375061613,161.95315199455052,161.95315199455052,1234800,0.06267921127421472
2024-05-02,163.3367156982422,163.90888557745802,159.97277346842674,163.72144880031468,1559200,0.060597338547857094
2024-05-03,166.2345428466797,166.67600972539992,164.1974399360111,164.92250051341824,1682800,0.07941385354919084
2024-05-06,169.11016845703125,169.29513655399035,166.95467597557317,166.95467597557317,1800400,0.09808620688971859
2024-05-07,170.85629272460938,171.66768079171038,169.95610851985685,170.56773161954422,1590400,0.1094243481217767
2024-05-08,170.3038330078125,171.2582672522444,169.89938084691858,170.9351902218649,1196400,0.10583705115192599
2024-05-09,171.7120819091797,171.96364338465395,170.30385245040486,170.30385245040486,1146400,0.11498125997489694
2024-05-10,172.70350646972656,173.29786407600682,171.98335307984027,172.2645082367379,879600,0.12141889554135221
